Provincias;Periodo;Total
38 Santa Cruz de Tenerife;1975;4.546
40 Segovia;2020;228
40 Segovia;2019;532
40 Segovia;2018;481
40 Segovia;2017;549
40 Segovia;2016;484
40 Segovia;2015;520
40 Segovia;2014;452
40 Segovia;2013;439
40 Segovia;2012;481
40 Segovia;2011;513
40 Segovia;2010;534
40 Segovia;2009;566
40 Segovia;2008;664
40 Segovia;2007;594
40 Segovia;2006;586
40 Segovia;2005;604
40 Segovia;2004;644
40 Segovia;2003;586
40 Segovia;2002;686
40 Segovia;2001;611
40 Segovia;2000;644
40 Segovia;1999;658
40 Segovia;1998;652
40 Segovia;1997;635
40 Segovia;1996;641
40 Segovia;1995;599
40 Segovia;1994;655
40 Segovia;1993;683
40 Segovia;1992;707
40 Segovia;1991;697
40 Segovia;1990;719
40 Segovia;1989;698
40 Segovia;1988;768
40 Segovia;1987;691
40 Segovia;1986;742
40 Segovia;1985;713
40 Segovia;1984;722
40 Segovia;1983;734
40 Segovia;1982;698
40 Segovia;1981;693
40 Segovia;1980;753
40 Segovia;1979;788
40 Segovia;1978;783
40 Segovia;1977;878
40 Segovia;1976;754
40 Segovia;1975;860
41 Sevilla;2020;3.663
41 Sevilla;2019;7.601
41 Sevilla;2018;7.346
41 Sevilla;2017;7.284
41 Sevilla;2016;7.681
41 Sevilla;2015;7.456
41 Sevilla;2014;7.105
41 Sevilla;2013;6.643
41 Sevilla;2012;7.312
41 Sevilla;2011;7.110
41 Sevilla;2010;7.528
41 Sevilla;2009;8.150
41 Sevilla;2008;9.565
41 Sevilla;2007;10.365
41 Sevilla;2006;10.574
41 Sevilla;2005;10.885
41 Sevilla;2004;10.625
41 Sevilla;2003;10.159
41 Sevilla;2002;10.216
41 Sevilla;2001;10.020
41 Sevilla;2000;10.267
41 Sevilla;1999;9.768
41 Sevilla;1998;9.672
41 Sevilla;1997;9.196
41 Sevilla;1996;8.905
41 Sevilla;1995;9.140
41 Sevilla;1994;9.222
41 Sevilla;1993;9.587
41 Sevilla;1992;9.881
41 Sevilla;1991;10.397
41 Sevilla;1990;10.252
41 Sevilla;1989;10.264
41 Sevilla;1988;9.948
41 Sevilla;1987;9.780
41 Sevilla;1986;9.239
41 Sevilla;1985;8.719
41 Sevilla;1984;8.924
41 Sevilla;1983;8.985
41 Sevilla;1982;8.844
41 Sevilla;1981;8.794
41 Sevilla;1980;9.443
41 Sevilla;1979;10.206
41 Sevilla;1978;10.548
41 Sevilla;1977;10.793
41 Sevilla;1976;10.521
41 Sevilla;1975;10.388
42 Soria;2020;147
42 Soria;2019;269
42 Soria;2018;273
42 Soria;2017;262
42 Soria;2016;270
42 Soria;2015;240
42 Soria;2014;253
42 Soria;2013;233
42 Soria;2012;277
42 Soria;2011;250
42 Soria;2010;273
42 Soria;2009;290
42 Soria;2008;254
42 Soria;2007;288
42 Soria;2006;308
42 Soria;2005;290
42 Soria;2004;320
42 Soria;2003;356
42 Soria;2002;362
42 Soria;2001;317
42 Soria;2000;323
42 Soria;1999;362
42 Soria;1998;381
42 Soria;1997;347
42 Soria;1996;343
42 Soria;1995;368
42 Soria;1994;363
42 Soria;1993;376
42 Soria;1992;436
42 Soria;1991;372
42 Soria;1990;389
42 Soria;1989;423
42 Soria;1988;422
42 Soria;1987;421
42 Soria;1986;415
42 Soria;1985;436
42 Soria;1984;413
42 Soria;1983;451
42 Soria;1982;409
42 Soria;1981;432
42 Soria;1980;461
42 Soria;1979;440
42 Soria;1978;467
42 Soria;1977;476
42 Soria;1976;444
42 Soria;1975;517
43 Tarragona;2020;1.726
43 Tarragona;2019;2.725
43 Tarragona;2018;2.633
43 Tarragona;2017;2.861
43 Tarragona;2016;2.948
43 Tarragona;2015;2.832
43 Tarragona;2014;2.705
43 Tarragona;2013;2.620
43 Tarragona;2012;2.783
43 Tarragona;2011;2.714
43 Tarragona;2010;2.955
43 Tarragona;2009;3.028
43 Tarragona;2008;3.454
43 Tarragona;2007;3.477
43 Tarragona;2006;3.508
43 Tarragona;2005;3.482
43 Tarragona;2004;3.662
43 Tarragona;2003;3.444
43 Tarragona;2002;3.265
43 Tarragona;2001;3.138
43 Tarragona;2000;3.190
43 Tarragona;1999;3.154
43 Tarragona;1998;3.114
43 Tarragona;1997;2.944
43 Tarragona;1996;2.893
43 Tarragona;1995;3.049
43 Tarragona;1994;2.880
43 Tarragona;1993;2.737
43 Tarragona;1992;3.073
43 Tarragona;1991;3.004
43 Tarragona;1990;3.051
43 Tarragona;1989;3.121
43 Tarragona;1988;3.042
43 Tarragona;1987;2.987
43 Tarragona;1986;2.869
43 Tarragona;1985;2.847
43 Tarragona;1984;2.839
43 Tarragona;1983;2.755
43 Tarragona;1982;2.847
43 Tarragona;1981;2.726
43 Tarragona;1980;3.136
43 Tarragona;1979;3.471
43 Tarragona;1978;3.837
43 Tarragona;1977;3.814
43 Tarragona;1976;3.702
43 Tarragona;1975;3.796
44 Teruel;2020;257
44 Teruel;2019;367
44 Teruel;2018;377
44 Teruel;2017;397
44 Teruel;2016;386
44 Teruel;2015;377
44 Teruel;2014;430
44 Teruel;2013;407
44 Teruel;2012;421
44 Teruel;2011;397
44 Teruel;2010;415
44 Teruel;2009;428
44 Teruel;2008;453
44 Teruel;2007;481
44 Teruel;2006;489
44 Teruel;2005;532
44 Teruel;2004;513
44 Teruel;2003;584
44 Teruel;2002;561
44 Teruel;2001;485
44 Teruel;2000;547
44 Teruel;1999;513
44 Teruel;1998;513
44 Teruel;1997;469
44 Teruel;1996;516
44 Teruel;1995;496
44 Teruel;1994;582
44 Teruel;1993;579
44 Teruel;1992;665
44 Teruel;1991;612
44 Teruel;1990;642
44 Teruel;1989;709
44 Teruel;1988;775
44 Teruel;1987;732
44 Teruel;1986;714
44 Teruel;1985;728
44 Teruel;1984;765
44 Teruel;1983;802
44 Teruel;1982;789
44 Teruel;1981;687
44 Teruel;1980;754
44 Teruel;1979;823
44 Teruel;1978;905
44 Teruel;1977;812
44 Teruel;1976;792
44 Teruel;1975;750
45 Toledo;2020;1.185
45 Toledo;2019;2.496
45 Toledo;2018;2.520
45 Toledo;2017;2.579
45 Toledo;2016;2.597
45 Toledo;2015;2.423
45 Toledo;2014;2.438
45 Toledo;2013;2.302
45 Toledo;2012;2.663
45 Toledo;2011;2.627
45 Toledo;2010;2.603
45 Toledo;2009;2.847
45 Toledo;2008;3.291
45 Toledo;2007;3.091
45 Toledo;2006;3.034
45 Toledo;2005;3.063
45 Toledo;2004;3.048
45 Toledo;2003;2.826
45 Toledo;2002;2.838
45 Toledo;2001;2.855
45 Toledo;2000;2.723
45 Toledo;1999;2.686
45 Toledo;1998;2.561
45 Toledo;1997;2.499
45 Toledo;1996;2.438
45 Toledo;1995;2.622
45 Toledo;1994;2.693
45 Toledo;1993;2.602
45 Toledo;1992;2.770
45 Toledo;1991;2.710
45 Toledo;1990;2.705
45 Toledo;1989;2.777
45 Toledo;1988;2.856
45 Toledo;1987;2.782
45 Toledo;1986;2.616
45 Toledo;1985;2.620
45 Toledo;1984;2.686
45 Toledo;1983;2.725
45 Toledo;1982;2.572
45 Toledo;1981;2.737
45 Toledo;1980;2.539
45 Toledo;1979;2.897
45 Toledo;1978;2.882
45 Toledo;1977;2.791
45 Toledo;1976;2.712
45 Toledo;1975;2.928
46 Valencia/València;2020;5.279
46 Valencia/València;2019;8.937
46 Valencia/València;2018;9.328
46 Valencia/València;2017;9.450
46 Valencia/València;2016;9.834
46 Valencia/València;2015;9.589
46 Valencia/València;2014;9.281
46 Valencia/València;2013;8.989
46 Valencia/València;2012;9.437
46 Valencia/València;2011;9.285
46 Valencia/València;2010;9.676
46 Valencia/València;2009;10.130
46 Valencia/València;2008;11.407
46 Valencia/València;2007;12.165
46 Valencia/València;2006;12.652
46 Valencia/València;2005;13.391
46 Valencia/València;2004;14.454
46 Valencia/València;2003;13.933
46 Valencia/València;2002;13.358
46 Valencia/València;2001;12.726
46 Valencia/València;2000;12.984
46 Valencia/València;1999;12.358
46 Valencia/València;1998;12.622
46 Valencia/València;1997;11.547
46 Valencia/València;1996;11.400
46 Valencia/València;1995;11.672
46 Valencia/València;1994;11.210
46 Valencia/València;1993;11.367
46 Valencia/València;1992;12.516
46 Valencia/València;1991;12.028
46 Valencia/València;1990;12.073
46 Valencia/València;1989;12.221
46 Valencia/València;1988;12.122
46 Valencia/València;1987;11.776
46 Valencia/València;1986;11.330
46 Valencia/València;1985;10.986
46 Valencia/València;1984;11.960
46 Valencia/València;1983;12.204
46 Valencia/València;1982;11.954
46 Valencia/València;1981;12.144
46 Valencia/València;1980;13.493
46 Valencia/València;1979;14.953
46 Valencia/València;1978;15.800
46 Valencia/València;1977;15.650
46 Valencia/València;1976;15.172
46 Valencia/València;1975;15.402
47 Valladolid;2020;751
47 Valladolid;2019;1.642
47 Valladolid;2018;1.642
47 Valladolid;2017;1.806
47 Valladolid;2016;1.764
47 Valladolid;2015;1.784
47 Valladolid;2014;1.805
47 Valladolid;2013;1.770
47 Valladolid;2012;1.975
47 Valladolid;2011;1.911
47 Valladolid;2010;1.999
47 Valladolid;2009;2.147
47 Valladolid;2008;2.342
47 Valladolid;2007;2.553
47 Valladolid;2006;2.504
47 Valladolid;2005;2.499
47 Valladolid;2004;2.585
47 Valladolid;2003;2.427
47 Valladolid;2002;2.496
47 Valladolid;2001;2.538
47 Valladolid;2000;2.563
47 Valladolid;1999;2.347
47 Valladolid;1998;2.260
47 Valladolid;1997;2.030
47 Valladolid;1996;2.145
47 Valladolid;1995;2.210
47 Valladolid;1994;2.207
47 Valladolid;1993;2.280
47 Valladolid;1992;2.489
47 Valladolid;1991;2.584
47 Valladolid;1990;2.565
47 Valladolid;1989;2.439
47 Valladolid;1988;2.239
47 Valladolid;1987;2.099
47 Valladolid;1986;1.118
47 Valladolid;1985;930
47 Valladolid;1984;1.361
47 Valladolid;1983;1.820
47 Valladolid;1982;980
47 Valladolid;1981;759
47 Valladolid;1980;1.025
47 Valladolid;1979;3.043
47 Valladolid;1978;3.240
47 Valladolid;1977;3.348
47 Valladolid;1976;3.222
47 Valladolid;1975;3.317
49 Zamora;2020;186
49 Zamora;2019;395
49 Zamora;2018;416
49 Zamora;2017;402
49 Zamora;2016;447
49 Zamora;2015;425
49 Zamora;2014;422
49 Zamora;2013;386
49 Zamora;2012;477
49 Zamora;2011;464
49 Zamora;2010;480
49 Zamora;2009;537
49 Zamora;2008;551
49 Zamora;2007;597
49 Zamora;2006;565
49 Zamora;2005;597
49 Zamora;2004;623
49 Zamora;2003;694
49 Zamora;2002;633
49 Zamora;2001;618
49 Zamora;2000;678
49 Zamora;1999;706
49 Zamora;1998;705
49 Zamora;1997;736
49 Zamora;1996;728
49 Zamora;1995;748
49 Zamora;1994;796
49 Zamora;1993;782
49 Zamora;1992;826
49 Zamora;1991;856
49 Zamora;1990;933
49 Zamora;1989;954
49 Zamora;1988;967
49 Zamora;1987;987
49 Zamora;1986;1.036
49 Zamora;1985;1.030
49 Zamora;1984;1.096
49 Zamora;1983;961
49 Zamora;1982;984
49 Zamora;1981;1.127
49 Zamora;1980;1.036
49 Zamora;1979;1.157
49 Zamora;1978;1.235
49 Zamora;1977;1.150
49 Zamora;1976;1.156
49 Zamora;1975;1.168
50 Zaragoza;2020;1.625
50 Zaragoza;2019;2.832
50 Zaragoza;2018;3.089
50 Zaragoza;2017;3.214
50 Zaragoza;2016;3.297
50 Zaragoza;2015;3.263
50 Zaragoza;2014;3.059
50 Zaragoza;2013;3.273
50 Zaragoza;2012;3.478
50 Zaragoza;2011;3.245
50 Zaragoza;2010;3.352
50 Zaragoza;2009;3.597
50 Zaragoza;2008;3.861
50 Zaragoza;2007;4.031
50 Zaragoza;2006;4.192
50 Zaragoza;2005;4.347
50 Zaragoza;2004;4.506
50 Zaragoza;2003;4.365
50 Zaragoza;2002;4.588
50 Zaragoza;2001;4.425
50 Zaragoza;2000;4.625
50 Zaragoza;1999;4.377
50 Zaragoza;1998;4.384
50 Zaragoza;1997;4.223
50 Zaragoza;1996;4.063
50 Zaragoza;1995;4.103
50 Zaragoza;1994;4.059
50 Zaragoza;1993;4.303
50 Zaragoza;1992;4.620
50 Zaragoza;1991;4.558
50 Zaragoza;1990;4.559
50 Zaragoza;1989;4.574
50 Zaragoza;1988;4.530
50 Zaragoza;1987;4.610
50 Zaragoza;1986;4.297
50 Zaragoza;1985;4.139
50 Zaragoza;1984;4.547
50 Zaragoza;1983;4.585
50 Zaragoza;1982;4.545
50 Zaragoza;1981;4.294
50 Zaragoza;1980;4.785
50 Zaragoza;1979;5.218
50 Zaragoza;1978;5.611
50 Zaragoza;1977;5.538
50 Zaragoza;1976;5.197
50 Zaragoza;1975;6.088
51 Ceuta;2020;253
51 Ceuta;2019;502
51 Ceuta;2018;429
51 Ceuta;2017;445
51 Ceuta;2016;494
51 Ceuta;2015;423
51 Ceuta;2014;394
51 Ceuta;2013;383
51 Ceuta;2012;407
51 Ceuta;2011;445
51 Ceuta;2010;397
51 Ceuta;2009;397
51 Ceuta;2008;366
51 Ceuta;2007;373
51 Ceuta;2006;325
51 Ceuta;2005;361
51 Ceuta;2004;374
51 Ceuta;2003;345
51 Ceuta;2002;330
51 Ceuta;2001;326
51 Ceuta;2000;322
51 Ceuta;1999;296
51 Ceuta;1998;314
51 Ceuta;1997;343
51 Ceuta;1996;351
51 Ceuta;1995;292
51 Ceuta;1994;304
51 Ceuta;1993;307
51 Ceuta;1992;350
51 Ceuta;1991;399
51 Ceuta;1990;386
51 Ceuta;1989;403
51 Ceuta;1988;486
51 Ceuta;1987;532
51 Ceuta;1986;408
51 Ceuta;1985;346
51 Ceuta;1984;380
51 Ceuta;1983;342
51 Ceuta;1982;341
51 Ceuta;1981;370
51 Ceuta;1980;323
51 Ceuta;1979;352
51 Ceuta;1978;379
51 Ceuta;1977;378
51 Ceuta;1976;421
51 Ceuta;1975;413
52 Melilla;2020;157
52 Melilla;2019;306
52 Melilla;2018;313
52 Melilla;2017;362
52 Melilla;2016;395
52 Melilla;2015;288
52 Melilla;2014;319
52 Melilla;2013;311
52 Melilla;2012;381
52 Melilla;2011;323
52 Melilla;2010;444
52 Melilla;2009;409
52 Melilla;2008;470
52 Melilla;2007;525
52 Melilla;2006;399
52 Melilla;2005;323
52 Melilla;2004;407
52 Melilla;2003;447
52 Melilla;2002;402
52 Melilla;2001;435
52 Melilla;2000;546
52 Melilla;1999;546
52 Melilla;1998;451
52 Melilla;1997;427
52 Melilla;1996;404
52 Melilla;1995;401
52 Melilla;1994;413
52 Melilla;1993;430
52 Melilla;1992;420
52 Melilla;1991;395
52 Melilla;1990;370
52 Melilla;1989;401
52 Melilla;1988;303
52 Melilla;1987;422
52 Melilla;1986;428
52 Melilla;1985;373
52 Melilla;1984;333
52 Melilla;1983;353
52 Melilla;1982;370
52 Melilla;1981;339
52 Melilla;1980;308
52 Melilla;1979;318
52 Melilla;1978;322
52 Melilla;1977;300
52 Melilla;1976;312
52 Melilla;1975;269
No residente;2020;373
No residente;2019;1.325
No residente;2018;2.044
No residente;2017;2.259
No residente;2016;2.258
No residente;2015;2.217
No residente;2014;2.245
No residente;2013;1.942
No residente;2012;1.928
No residente;2011;1.578
No residente;2010;1.606
No residente;2009;1.705
No residente;2008;1.899
No residente;2007;1.919
No residente;2006;1.887
No residente;2005;1.714
No residente;2004;1.840
No residente;2003;1.823
No residente;2002;1.972
No residente;2001;1.791
No residente;2000;1.942
No residente;1999;1.826
No residente;1998;1.907
No residente;1997;1.834
No residente;1996;1.722
No residente;1995;1.740
No residente;1994;1.723
No residente;1993;1.477
No residente;1992;1.421
No residente;1991;1.387
No residente;1990;1.448
No residente;1989;1.386
No residente;1988;1.430
No residente;1987;1.213
No residente;1986;1.020
No residente;1985;971
No residente;1984;957
No residente;1983;669
No residente;1982;852
No residente;1981;1.013
No residente;1980;929
No residente;1979;1.182
No residente;1978;1.308
No residente;1977;1.403
No residente;1976;1.582
No residente;1975;1.826
