Provincias,Periodo,Total,Sexo,id_gen
"15 Coruña, A",2013,19,Mujeres,1
"15 Coruña, A",2012,19,Mujeres,1
"15 Coruña, A",2011,17,Mujeres,1
"15 Coruña, A",2010,24,Mujeres,1
"15 Coruña, A",2009,10,Mujeres,1
"15 Coruña, A",2008,7,Mujeres,1
"15 Coruña, A",2007,15,Mujeres,1
"15 Coruña, A",2006,13,Mujeres,1
"15 Coruña, A",2005,11,Mujeres,1
16 Cuenca,2020,2,Mujeres,1
16 Cuenca,2019,3,Mujeres,1
16 Cuenca,2018,4,Mujeres,1
16 Cuenca,2017,6,Mujeres,1
16 Cuenca,2016,1,Mujeres,1
16 Cuenca,2015,2,Mujeres,1
16 Cuenca,2014,2,Mujeres,1
16 Cuenca,2013,2,Mujeres,1
16 Cuenca,2012,4,Mujeres,1
16 Cuenca,2011,1,Mujeres,1
16 Cuenca,2010,3,Mujeres,1
16 Cuenca,2008,1,Mujeres,1
16 Cuenca,2006,1,Mujeres,1
20 Gipuzkoa,2020,28,Mujeres,1
20 Gipuzkoa,2019,42,Mujeres,1
20 Gipuzkoa,2018,41,Mujeres,1
20 Gipuzkoa,2017,45,Mujeres,1
20 Gipuzkoa,2016,36,Mujeres,1
20 Gipuzkoa,2015,32,Mujeres,1
20 Gipuzkoa,2014,22,Mujeres,1
20 Gipuzkoa,2013,19,Mujeres,1
20 Gipuzkoa,2012,31,Mujeres,1
20 Gipuzkoa,2011,15,Mujeres,1
20 Gipuzkoa,2010,18,Mujeres,1
20 Gipuzkoa,2009,17,Mujeres,1
20 Gipuzkoa,2008,21,Mujeres,1
20 Gipuzkoa,2007,15,Mujeres,1
20 Gipuzkoa,2006,21,Mujeres,1
20 Gipuzkoa,2005,7,Mujeres,1
17 Girona,2020,29,Mujeres,1
17 Girona,2019,48,Mujeres,1
17 Girona,2018,41,Mujeres,1
17 Girona,2017,48,Mujeres,1
17 Girona,2016,40,Mujeres,1
17 Girona,2015,30,Mujeres,1
17 Girona,2014,39,Mujeres,1
17 Girona,2013,21,Mujeres,1
17 Girona,2012,22,Mujeres,1
17 Girona,2011,21,Mujeres,1
17 Girona,2010,20,Mujeres,1
17 Girona,2009,22,Mujeres,1
17 Girona,2008,26,Mujeres,1
17 Girona,2007,17,Mujeres,1
17 Girona,2006,21,Mujeres,1
17 Girona,2005,6,Mujeres,1
18 Granada,2020,30,Mujeres,1
18 Granada,2019,50,Mujeres,1
18 Granada,2018,42,Mujeres,1
18 Granada,2017,45,Mujeres,1
18 Granada,2016,37,Mujeres,1
18 Granada,2015,33,Mujeres,1
18 Granada,2014,27,Mujeres,1
18 Granada,2013,29,Mujeres,1
18 Granada,2012,21,Mujeres,1
18 Granada,2011,23,Mujeres,1
18 Granada,2010,24,Mujeres,1
18 Granada,2009,17,Mujeres,1
18 Granada,2008,28,Mujeres,1
18 Granada,2007,14,Mujeres,1
18 Granada,2006,17,Mujeres,1
18 Granada,2005,3,Mujeres,1
19 Guadalajara,2020,12,Mujeres,1
19 Guadalajara,2019,15,Mujeres,1
19 Guadalajara,2018,10,Mujeres,1
19 Guadalajara,2017,8,Mujeres,1
19 Guadalajara,2016,9,Mujeres,1
19 Guadalajara,2015,10,Mujeres,1
19 Guadalajara,2014,6,Mujeres,1
19 Guadalajara,2013,12,Mujeres,1
19 Guadalajara,2012,4,Mujeres,1
19 Guadalajara,2011,9,Mujeres,1
19 Guadalajara,2010,10,Mujeres,1
19 Guadalajara,2009,7,Mujeres,1
19 Guadalajara,2008,5,Mujeres,1
19 Guadalajara,2007,4,Mujeres,1
19 Guadalajara,2006,10,Mujeres,1
19 Guadalajara,2005,1,Mujeres,1
21 Huelva,2020,16,Mujeres,1
21 Huelva,2019,31,Mujeres,1
21 Huelva,2018,22,Mujeres,1
21 Huelva,2017,27,Mujeres,1
21 Huelva,2016,19,Mujeres,1
21 Huelva,2015,17,Mujeres,1
21 Huelva,2014,12,Mujeres,1
21 Huelva,2013,12,Mujeres,1
21 Huelva,2012,21,Mujeres,1
21 Huelva,2011,19,Mujeres,1
21 Huelva,2010,11,Mujeres,1
21 Huelva,2009,3,Mujeres,1
21 Huelva,2008,11,Mujeres,1
21 Huelva,2007,8,Mujeres,1
21 Huelva,2006,5,Mujeres,1
21 Huelva,2005,4,Mujeres,1
22 Huesca,2020,2,Mujeres,1
22 Huesca,2019,6,Mujeres,1
22 Huesca,2018,1,Mujeres,1
22 Huesca,2017,6,Mujeres,1
22 Huesca,2016,1,Mujeres,1
22 Huesca,2015,2,Mujeres,1
22 Huesca,2014,4,Mujeres,1
22 Huesca,2013,2,Mujeres,1
22 Huesca,2012,2,Mujeres,1
22 Huesca,2011,4,Mujeres,1
22 Huesca,2010,3,Mujeres,1
22 Huesca,2009,2,Mujeres,1
22 Huesca,2008,1,Mujeres,1
22 Huesca,2006,2,Mujeres,1
23 Jaén,2020,10,Mujeres,1
23 Jaén,2019,25,Mujeres,1
23 Jaén,2018,21,Mujeres,1
23 Jaén,2017,18,Mujeres,1
23 Jaén,2016,12,Mujeres,1
23 Jaén,2015,7,Mujeres,1
23 Jaén,2014,8,Mujeres,1
23 Jaén,2013,7,Mujeres,1
23 Jaén,2012,7,Mujeres,1
23 Jaén,2011,7,Mujeres,1
23 Jaén,2010,3,Mujeres,1
23 Jaén,2009,5,Mujeres,1
23 Jaén,2008,2,Mujeres,1
23 Jaén,2007,2,Mujeres,1
23 Jaén,2006,3,Mujeres,1
23 Jaén,2005,2,Mujeres,1
24 León,2020,6,Mujeres,1
24 León,2019,8,Mujeres,1
24 León,2018,9,Mujeres,1
24 León,2017,9,Mujeres,1
24 León,2016,9,Mujeres,1
24 León,2015,8,Mujeres,1
24 León,2014,7,Mujeres,1
24 León,2013,3,Mujeres,1
24 León,2012,7,Mujeres,1
24 León,2011,4,Mujeres,1
24 León,2010,8,Mujeres,1
24 León,2009,5,Mujeres,1
24 León,2008,4,Mujeres,1
24 León,2007,2,Mujeres,1
24 León,2006,4,Mujeres,1
24 León,2005,2,Mujeres,1
25 Lleida,2020,12,Mujeres,1
25 Lleida,2019,13,Mujeres,1
25 Lleida,2018,8,Mujeres,1
25 Lleida,2017,10,Mujeres,1
25 Lleida,2016,10,Mujeres,1
25 Lleida,2015,14,Mujeres,1
25 Lleida,2014,10,Mujeres,1
25 Lleida,2013,5,Mujeres,1
25 Lleida,2012,10,Mujeres,1
25 Lleida,2011,11,Mujeres,1
25 Lleida,2010,6,Mujeres,1
25 Lleida,2009,11,Mujeres,1
25 Lleida,2008,7,Mujeres,1
25 Lleida,2007,6,Mujeres,1
25 Lleida,2006,11,Mujeres,1
25 Lleida,2005,2,Mujeres,1
27 Lugo,2020,5,Mujeres,1
27 Lugo,2019,4,Mujeres,1
27 Lugo,2018,7,Mujeres,1
27 Lugo,2017,7,Mujeres,1
27 Lugo,2016,3,Mujeres,1
27 Lugo,2015,1,Mujeres,1
27 Lugo,2014,3,Mujeres,1
27 Lugo,2013,3,Mujeres,1
27 Lugo,2012,3,Mujeres,1
27 Lugo,2011,4,Mujeres,1
27 Lugo,2010,2,Mujeres,1
27 Lugo,2009,3,Mujeres,1
27 Lugo,2007,1,Mujeres,1
27 Lugo,2006,2,Mujeres,1
28 Madrid,2020,247,Mujeres,1
28 Madrid,2019,482,Mujeres,1
28 Madrid,2018,456,Mujeres,1
28 Madrid,2017,347,Mujeres,1
28 Madrid,2016,329,Mujeres,1
28 Madrid,2015,311,Mujeres,1
28 Madrid,2014,241,Mujeres,1
28 Madrid,2013,268,Mujeres,1
28 Madrid,2012,250,Mujeres,1
28 Madrid,2011,246,Mujeres,1
28 Madrid,2010,193,Mujeres,1
28 Madrid,2009,156,Mujeres,1
28 Madrid,2008,203,Mujeres,1
28 Madrid,2007,186,Mujeres,1
28 Madrid,2006,236,Mujeres,1
28 Madrid,2005,58,Mujeres,1
29 Málaga,2020,77,Mujeres,1
29 Málaga,2019,125,Mujeres,1
29 Málaga,2018,108,Mujeres,1
29 Málaga,2017,84,Mujeres,1
29 Málaga,2016,83,Mujeres,1
29 Málaga,2015,65,Mujeres,1
29 Málaga,2014,49,Mujeres,1
29 Málaga,2013,48,Mujeres,1
29 Málaga,2012,48,Mujeres,1
29 Málaga,2011,35,Mujeres,1
29 Málaga,2010,49,Mujeres,1
29 Málaga,2009,35,Mujeres,1
29 Málaga,2008,40,Mujeres,1
29 Málaga,2007,45,Mujeres,1
29 Málaga,2006,55,Mujeres,1
29 Málaga,2005,10,Mujeres,1
30 Murcia,2020,51,Mujeres,1
30 Murcia,2019,74,Mujeres,1
30 Murcia,2018,84,Mujeres,1
30 Murcia,2017,64,Mujeres,1
30 Murcia,2016,54,Mujeres,1
30 Murcia,2015,46,Mujeres,1
30 Murcia,2014,44,Mujeres,1
30 Murcia,2013,35,Mujeres,1
30 Murcia,2012,46,Mujeres,1
30 Murcia,2011,37,Mujeres,1
30 Murcia,2010,40,Mujeres,1
30 Murcia,2009,24,Mujeres,1
30 Murcia,2008,17,Mujeres,1
30 Murcia,2007,22,Mujeres,1
30 Murcia,2006,22,Mujeres,1
30 Murcia,2005,4,Mujeres,1
31 Navarra,2020,16,Mujeres,1
31 Navarra,2019,34,Mujeres,1
31 Navarra,2018,34,Mujeres,1
31 Navarra,2017,18,Mujeres,1
31 Navarra,2016,28,Mujeres,1
31 Navarra,2015,29,Mujeres,1
31 Navarra,2014,10,Mujeres,1
31 Navarra,2013,10,Mujeres,1
31 Navarra,2012,18,Mujeres,1
31 Navarra,2011,13,Mujeres,1
31 Navarra,2010,20,Mujeres,1
31 Navarra,2009,15,Mujeres,1
31 Navarra,2008,19,Mujeres,1
31 Navarra,2007,12,Mujeres,1
31 Navarra,2006,13,Mujeres,1
31 Navarra,2005,2,Mujeres,1
32 Ourense,2020,5,Mujeres,1
32 Ourense,2019,6,Mujeres,1
32 Ourense,2018,6,Mujeres,1
32 Ourense,2017,5,Mujeres,1
32 Ourense,2016,6,Mujeres,1
32 Ourense,2015,5,Mujeres,1
32 Ourense,2014,2,Mujeres,1
32 Ourense,2012,1,Mujeres,1
32 Ourense,2011,1,Mujeres,1
32 Ourense,2010,2,Mujeres,1
32 Ourense,2009,5,Mujeres,1
32 Ourense,2008,2,Mujeres,1
32 Ourense,2006,2,Mujeres,1
34 Palencia,2020,2,Mujeres,1
34 Palencia,2019,4,Mujeres,1
34 Palencia,2018,2,Mujeres,1
34 Palencia,2017,4,Mujeres,1
34 Palencia,2016,4,Mujeres,1
34 Palencia,2015,1,Mujeres,1
34 Palencia,2013,2,Mujeres,1
34 Palencia,2012,3,Mujeres,1
34 Palencia,2011,3,Mujeres,1
34 Palencia,2010,2,Mujeres,1
34 Palencia,2007,1,Mujeres,1
34 Palencia,2006,1,Mujeres,1
"35 Palmas, Las",2020,63,Mujeres,1
"35 Palmas, Las",2019,122,Mujeres,1
"35 Palmas, Las",2018,103,Mujeres,1
"35 Palmas, Las",2017,86,Mujeres,1
"35 Palmas, Las",2016,95,Mujeres,1
"35 Palmas, Las",2015,86,Mujeres,1
"35 Palmas, Las",2014,67,Mujeres,1
"35 Palmas, Las",2013,69,Mujeres,1
"35 Palmas, Las",2012,57,Mujeres,1
"35 Palmas, Las",2011,57,Mujeres,1
"35 Palmas, Las",2010,41,Mujeres,1
"35 Palmas, Las",2009,43,Mujeres,1
"35 Palmas, Las",2008,50,Mujeres,1
"35 Palmas, Las",2007,41,Mujeres,1
"35 Palmas, Las",2006,53,Mujeres,1
"35 Palmas, Las",2005,10,Mujeres,1
36 Pontevedra,2020,28,Mujeres,1
36 Pontevedra,2019,20,Mujeres,1
36 Pontevedra,2018,19,Mujeres,1
36 Pontevedra,2017,29,Mujeres,1
36 Pontevedra,2016,27,Mujeres,1
36 Pontevedra,2015,17,Mujeres,1
36 Pontevedra,2014,8,Mujeres,1
36 Pontevedra,2013,10,Mujeres,1
36 Pontevedra,2012,10,Mujeres,1
36 Pontevedra,2011,16,Mujeres,1
36 Pontevedra,2010,12,Mujeres,1
36 Pontevedra,2009,10,Mujeres,1
36 Pontevedra,2008,13,Mujeres,1
36 Pontevedra,2007,9,Mujeres,1
36 Pontevedra,2006,12,Mujeres,1
36 Pontevedra,2005,2,Mujeres,1
"26 Rioja, La",2020,18,Mujeres,1
"26 Rioja, La",2019,15,Mujeres,1
"26 Rioja, La",2018,11,Mujeres,1
"26 Rioja, La",2017,8,Mujeres,1
"26 Rioja, La",2016,9,Mujeres,1
"26 Rioja, La",2015,7,Mujeres,1
"26 Rioja, La",2014,9,Mujeres,1
"26 Rioja, La",2013,5,Mujeres,1
"26 Rioja, La",2012,11,Mujeres,1
"26 Rioja, La",2011,8,Mujeres,1
"26 Rioja, La",2010,5,Mujeres,1
"26 Rioja, La",2009,6,Mujeres,1
"26 Rioja, La",2008,4,Mujeres,1
"26 Rioja, La",2007,2,Mujeres,1
"26 Rioja, La",2006,3,Mujeres,1
"26 Rioja, La",2005,3,Mujeres,1
37 Salamanca,2020,1,Mujeres,1
37 Salamanca,2019,12,Mujeres,1
37 Salamanca,2018,8,Mujeres,1
37 Salamanca,2017,7,Mujeres,1
37 Salamanca,2016,7,Mujeres,1
37 Salamanca,2015,7,Mujeres,1
37 Salamanca,2014,4,Mujeres,1
37 Salamanca,2013,9,Mujeres,1
37 Salamanca,2012,8,Mujeres,1
37 Salamanca,2011,4,Mujeres,1
37 Salamanca,2010,3,Mujeres,1
37 Salamanca,2009,3,Mujeres,1
37 Salamanca,2008,7,Mujeres,1
37 Salamanca,2007,2,Mujeres,1
37 Salamanca,2006,2,Mujeres,1
38 Santa Cruz de Tenerife,2020,65,Mujeres,1
38 Santa Cruz de Tenerife,2019,94,Mujeres,1
38 Santa Cruz de Tenerife,2018,78,Mujeres,1
38 Santa Cruz de Tenerife,2017,75,Mujeres,1
38 Santa Cruz de Tenerife,2016,85,Mujeres,1
38 Santa Cruz de Tenerife,2015,55,Mujeres,1
38 Santa Cruz de Tenerife,2014,59,Mujeres,1
38 Santa Cruz de Tenerife,2013,52,Mujeres,1
38 Santa Cruz de Tenerife,2012,42,Mujeres,1
38 Santa Cruz de Tenerife,2011,36,Mujeres,1
38 Santa Cruz de Tenerife,2010,33,Mujeres,1
38 Santa Cruz de Tenerife,2009,41,Mujeres,1
38 Santa Cruz de Tenerife,2008,30,Mujeres,1
38 Santa Cruz de Tenerife,2007,33,Mujeres,1
38 Santa Cruz de Tenerife,2006,29,Mujeres,1
38 Santa Cruz de Tenerife,2005,7,Mujeres,1
40 Segovia,2020,3,Mujeres,1
40 Segovia,2019,4,Mujeres,1
40 Segovia,2018,3,Mujeres,1
40 Segovia,2017,6,Mujeres,1
40 Segovia,2016,4,Mujeres,1
40 Segovia,2015,3,Mujeres,1
40 Segovia,2014,2,Mujeres,1
40 Segovia,2013,2,Mujeres,1
40 Segovia,2012,2,Mujeres,1
40 Segovia,2011,5,Mujeres,1
40 Segovia,2010,6,Mujeres,1
40 Segovia,2009,1,Mujeres,1
40 Segovia,2008,1,Mujeres,1
40 Segovia,2007,1,Mujeres,1
40 Segovia,2006,4,Mujeres,1
40 Segovia,2005,1,Mujeres,1
41 Sevilla,2020,87,Mujeres,1
41 Sevilla,2019,123,Mujeres,1
41 Sevilla,2018,115,Mujeres,1
41 Sevilla,2017,104,Mujeres,1
41 Sevilla,2016,113,Mujeres,1
41 Sevilla,2015,83,Mujeres,1
41 Sevilla,2014,76,Mujeres,1
41 Sevilla,2013,64,Mujeres,1
41 Sevilla,2012,59,Mujeres,1
41 Sevilla,2011,57,Mujeres,1
41 Sevilla,2010,38,Mujeres,1
41 Sevilla,2009,42,Mujeres,1
41 Sevilla,2008,48,Mujeres,1
41 Sevilla,2007,53,Mujeres,1
41 Sevilla,2006,64,Mujeres,1
41 Sevilla,2005,15,Mujeres,1
42 Soria,2020,2,Mujeres,1
42 Soria,2019,3,Mujeres,1
42 Soria,2018,3,Mujeres,1
42 Soria,2016,1,Mujeres,1
42 Soria,2015,2,Mujeres,1
42 Soria,2013,1,Mujeres,1
42 Soria,2011,1,Mujeres,1
42 Soria,2007,1,Mujeres,1
43 Tarragona,2020,29,Mujeres,1
43 Tarragona,2019,38,Mujeres,1
43 Tarragona,2018,39,Mujeres,1
43 Tarragona,2017,26,Mujeres,1
43 Tarragona,2016,28,Mujeres,1
43 Tarragona,2015,34,Mujeres,1
43 Tarragona,2014,21,Mujeres,1
43 Tarragona,2013,29,Mujeres,1
43 Tarragona,2012,39,Mujeres,1
43 Tarragona,2011,29,Mujeres,1
43 Tarragona,2010,24,Mujeres,1
43 Tarragona,2009,21,Mujeres,1
43 Tarragona,2008,19,Mujeres,1
43 Tarragona,2007,22,Mujeres,1
43 Tarragona,2006,24,Mujeres,1
43 Tarragona,2005,11,Mujeres,1
44 Teruel,2020,2,Mujeres,1
44 Teruel,2019,2,Mujeres,1
44 Teruel,2018,1,Mujeres,1
44 Teruel,2017,1,Mujeres,1
44 Teruel,2016,1,Mujeres,1
44 Teruel,2014,2,Mujeres,1
44 Teruel,2012,1,Mujeres,1
44 Teruel,2010,2,Mujeres,1
44 Teruel,2009,1,Mujeres,1
44 Teruel,2008,1,Mujeres,1
44 Teruel,2007,1,Mujeres,1
44 Teruel,2006,1,Mujeres,1
45 Toledo,2020,13,Mujeres,1
45 Toledo,2019,23,Mujeres,1
45 Toledo,2018,31,Mujeres,1
45 Toledo,2017,24,Mujeres,1
45 Toledo,2016,20,Mujeres,1
45 Toledo,2015,17,Mujeres,1
45 Toledo,2014,19,Mujeres,1
45 Toledo,2013,13,Mujeres,1
45 Toledo,2012,23,Mujeres,1
45 Toledo,2011,17,Mujeres,1
45 Toledo,2010,9,Mujeres,1
45 Toledo,2009,9,Mujeres,1
45 Toledo,2008,6,Mujeres,1
45 Toledo,2007,4,Mujeres,1
45 Toledo,2006,5,Mujeres,1
45 Toledo,2005,3,Mujeres,1
46 Valencia/València,2020,138,Mujeres,1
46 Valencia/València,2019,146,Mujeres,1
46 Valencia/València,2018,167,Mujeres,1
46 Valencia/València,2017,142,Mujeres,1
46 Valencia/València,2016,144,Mujeres,1
46 Valencia/València,2015,126,Mujeres,1
46 Valencia/València,2014,114,Mujeres,1
46 Valencia/València,2013,88,Mujeres,1
46 Valencia/València,2012,107,Mujeres,1
46 Valencia/València,2011,121,Mujeres,1
46 Valencia/València,2010,78,Mujeres,1
46 Valencia/València,2009,78,Mujeres,1
46 Valencia/València,2008,68,Mujeres,1
46 Valencia/València,2007,79,Mujeres,1
46 Valencia/València,2006,85,Mujeres,1
46 Valencia/València,2005,36,Mujeres,1
47 Valladolid,2020,12,Mujeres,1
47 Valladolid,2019,16,Mujeres,1
47 Valladolid,2018,12,Mujeres,1
47 Valladolid,2017,12,Mujeres,1
47 Valladolid,2016,10,Mujeres,1
47 Valladolid,2015,10,Mujeres,1
47 Valladolid,2014,7,Mujeres,1
47 Valladolid,2013,3,Mujeres,1
47 Valladolid,2012,9,Mujeres,1
47 Valladolid,2011,7,Mujeres,1
47 Valladolid,2010,7,Mujeres,1
47 Valladolid,2009,4,Mujeres,1
47 Valladolid,2008,4,Mujeres,1
47 Valladolid,2007,3,Mujeres,1
47 Valladolid,2006,5,Mujeres,1
47 Valladolid,2005,2,Mujeres,1
49 Zamora,2018,1,Mujeres,1
49 Zamora,2017,1,Mujeres,1
49 Zamora,2016,1,Mujeres,1
49 Zamora,2015,2,Mujeres,1
49 Zamora,2013,1,Mujeres,1
49 Zamora,2009,1,Mujeres,1
49 Zamora,2007,1,Mujeres,1
49 Zamora,2006,1,Mujeres,1
50 Zaragoza,2020,20,Mujeres,1
50 Zaragoza,2019,32,Mujeres,1
50 Zaragoza,2018,34,Mujeres,1
50 Zaragoza,2017,27,Mujeres,1
50 Zaragoza,2016,26,Mujeres,1
50 Zaragoza,2015,23,Mujeres,1
50 Zaragoza,2014,26,Mujeres,1
50 Zaragoza,2013,26,Mujeres,1
50 Zaragoza,2012,21,Mujeres,1
50 Zaragoza,2011,21,Mujeres,1
50 Zaragoza,2010,28,Mujeres,1
50 Zaragoza,2009,22,Mujeres,1
50 Zaragoza,2008,12,Mujeres,1
50 Zaragoza,2007,14,Mujeres,1
50 Zaragoza,2006,20,Mujeres,1
50 Zaragoza,2005,4,Mujeres,1
51 Ceuta,2020,1,Mujeres,1
51 Ceuta,2019,1,Mujeres,1
51 Ceuta,2017,2,Mujeres,1
51 Ceuta,2016,1,Mujeres,1
51 Ceuta,2014,1,Mujeres,1
51 Ceuta,2012,2,Mujeres,1
51 Ceuta,2011,1,Mujeres,1
51 Ceuta,2010,1,Mujeres,1
51 Ceuta,2009,2,Mujeres,1
51 Ceuta,2008,1,Mujeres,1
51 Ceuta,2007,1,Mujeres,1
51 Ceuta,2005,1,Mujeres,1
52 Melilla,2020,1,Mujeres,1
52 Melilla,2019,3,Mujeres,1
52 Melilla,2018,7,Mujeres,1
52 Melilla,2017,2,Mujeres,1
52 Melilla,2016,2,Mujeres,1
52 Melilla,2015,2,Mujeres,1
52 Melilla,2014,2,Mujeres,1
52 Melilla,2011,2,Mujeres,1
52 Melilla,2009,3,Mujeres,1
52 Melilla,2008,2,Mujeres,1
52 Melilla,2007,2,Mujeres,1
No residente,2020,5,Mujeres,1
No residente,2019,9,Mujeres,1
No residente,2018,19,Mujeres,1
No residente,2017,18,Mujeres,1
No residente,2016,11,Mujeres,1
No residente,2015,12,Mujeres,1
No residente,2014,14,Mujeres,1
No residente,2013,7,Mujeres,1
No residente,2012,17,Mujeres,1
No residente,2011,13,Mujeres,1
No residente,2010,14,Mujeres,1
No residente,2009,6,Mujeres,1
No residente,2008,12,Mujeres,1
No residente,2007,12,Mujeres,1
No residente,2006,6,Mujeres,1
No residente,2005,2,Mujeres,1
02 Albacete,2020,6,Hombres,2
02 Albacete,2019,8,Hombres,2
02 Albacete,2018,10,Hombres,2
02 Albacete,2017,9,Hombres,2
02 Albacete,2016,6,Hombres,2
02 Albacete,2015,8,Hombres,2
02 Albacete,2014,8,Hombres,2
02 Albacete,2013,1,Hombres,2
02 Albacete,2012,6,Hombres,2
02 Albacete,2011,7,Hombres,2
02 Albacete,2010,5,Hombres,2
02 Albacete,2009,3,Hombres,2
02 Albacete,2008,3,Hombres,2
02 Albacete,2007,2,Hombres,2
02 Albacete,2006,9,Hombres,2
02 Albacete,2005,1,Hombres,2
03 Alicante/Alacant,2020,82,Hombres,2
03 Alicante/Alacant,2019,96,Hombres,2
03 Alicante/Alacant,2018,116,Hombres,2
03 Alicante/Alacant,2017,137,Hombres,2
03 Alicante/Alacant,2016,109,Hombres,2
03 Alicante/Alacant,2015,88,Hombres,2
03 Alicante/Alacant,2014,91,Hombres,2
03 Alicante/Alacant,2013,79,Hombres,2
03 Alicante/Alacant,2012,95,Hombres,2
03 Alicante/Alacant,2011,86,Hombres,2
03 Alicante/Alacant,2010,83,Hombres,2
03 Alicante/Alacant,2009,101,Hombres,2
03 Alicante/Alacant,2008,90,Hombres,2
03 Alicante/Alacant,2007,117,Hombres,2
03 Alicante/Alacant,2006,168,Hombres,2
03 Alicante/Alacant,2005,39,Hombres,2
04 Almería,2020,17,Hombres,2
04 Almería,2019,25,Hombres,2
04 Almería,2018,19,Hombres,2
04 Almería,2017,22,Hombres,2
04 Almería,2016,13,Hombres,2
04 Almería,2015,16,Hombres,2
04 Almería,2014,13,Hombres,2
04 Almería,2013,22,Hombres,2
04 Almería,2012,9,Hombres,2
04 Almería,2011,16,Hombres,2
04 Almería,2010,20,Hombres,2
04 Almería,2009,11,Hombres,2
04 Almería,2008,21,Hombres,2
04 Almería,2007,12,Hombres,2
04 Almería,2006,30,Hombres,2
04 Almería,2005,5,Hombres,2
01 Araba/Álava,2020,7,Hombres,2
01 Araba/Álava,2019,13,Hombres,2
01 Araba/Álava,2018,11,Hombres,2
01 Araba/Álava,2017,7,Hombres,2
01 Araba/Álava,2016,7,Hombres,2
01 Araba/Álava,2015,6,Hombres,2
01 Araba/Álava,2014,9,Hombres,2
01 Araba/Álava,2013,11,Hombres,2
01 Araba/Álava,2012,4,Hombres,2
01 Araba/Álava,2011,15,Hombres,2
01 Araba/Álava,2010,13,Hombres,2
01 Araba/Álava,2009,2,Hombres,2
01 Araba/Álava,2008,6,Hombres,2
01 Araba/Álava,2007,10,Hombres,2
01 Araba/Álava,2006,6,Hombres,2
01 Araba/Álava,2005,6,Hombres,2
33 Asturias,2020,28,Hombres,2
33 Asturias,2019,45,Hombres,2
33 Asturias,2018,29,Hombres,2
33 Asturias,2017,36,Hombres,2
33 Asturias,2016,30,Hombres,2
33 Asturias,2015,32,Hombres,2
33 Asturias,2014,23,Hombres,2
33 Asturias,2013,22,Hombres,2
33 Asturias,2012,25,Hombres,2
33 Asturias,2011,23,Hombres,2
33 Asturias,2010,34,Hombres,2
33 Asturias,2009,36,Hombres,2
33 Asturias,2008,35,Hombres,2
33 Asturias,2007,27,Hombres,2
33 Asturias,2006,51,Hombres,2
33 Asturias,2005,24,Hombres,2
05 Ávila,2020,1,Hombres,2
05 Ávila,2019,3,Hombres,2
05 Ávila,2018,3,Hombres,2
05 Ávila,2017,2,Hombres,2
05 Ávila,2016,5,Hombres,2
05 Ávila,2014,3,Hombres,2
05 Ávila,2012,1,Hombres,2
05 Ávila,2010,1,Hombres,2
05 Ávila,2009,4,Hombres,2
05 Ávila,2008,2,Hombres,2
05 Ávila,2007,2,Hombres,2
05 Ávila,2006,2,Hombres,2
06 Badajoz,2020,6,Hombres,2
06 Badajoz,2019,17,Hombres,2
06 Badajoz,2018,25,Hombres,2
06 Badajoz,2017,18,Hombres,2
06 Badajoz,2016,11,Hombres,2
06 Badajoz,2015,13,Hombres,2
06 Badajoz,2014,9,Hombres,2
06 Badajoz,2013,9,Hombres,2
06 Badajoz,2012,15,Hombres,2
06 Badajoz,2011,14,Hombres,2
06 Badajoz,2010,10,Hombres,2
06 Badajoz,2009,13,Hombres,2
06 Badajoz,2008,7,Hombres,2
06 Badajoz,2007,6,Hombres,2
06 Badajoz,2006,7,Hombres,2
06 Badajoz,2005,2,Hombres,2
"07 Balears, Illes",2020,57,Hombres,2
"07 Balears, Illes",2019,114,Hombres,2
"07 Balears, Illes",2018,110,Hombres,2
"07 Balears, Illes",2017,84,Hombres,2
"07 Balears, Illes",2016,78,Hombres,2
"07 Balears, Illes",2015,72,Hombres,2
"07 Balears, Illes",2014,63,Hombres,2
"07 Balears, Illes",2013,75,Hombres,2
"07 Balears, Illes",2012,56,Hombres,2
"07 Balears, Illes",2011,82,Hombres,2
"07 Balears, Illes",2010,71,Hombres,2
"07 Balears, Illes",2009,86,Hombres,2
"07 Balears, Illes",2008,56,Hombres,2
"07 Balears, Illes",2007,87,Hombres,2
"07 Balears, Illes",2006,95,Hombres,2
"07 Balears, Illes",2005,33,Hombres,2
08 Barcelona,2020,191,Hombres,2
08 Barcelona,2019,349,Hombres,2
08 Barcelona,2018,410,Hombres,2
08 Barcelona,2017,434,Hombres,2
08 Barcelona,2016,414,Hombres,2
08 Barcelona,2015,365,Hombres,2
08 Barcelona,2014,304,Hombres,2
08 Barcelona,2013,334,Hombres,2
08 Barcelona,2012,413,Hombres,2
08 Barcelona,2011,453,Hombres,2
08 Barcelona,2010,446,Hombres,2
08 Barcelona,2009,466,Hombres,2
08 Barcelona,2008,474,Hombres,2
08 Barcelona,2007,446,Hombres,2
08 Barcelona,2006,636,Hombres,2
08 Barcelona,2005,146,Hombres,2
48 Bizkaia,2020,32,Hombres,2
48 Bizkaia,2019,41,Hombres,2
48 Bizkaia,2018,40,Hombres,2
48 Bizkaia,2017,31,Hombres,2
48 Bizkaia,2016,42,Hombres,2
48 Bizkaia,2015,26,Hombres,2
48 Bizkaia,2014,26,Hombres,2
48 Bizkaia,2013,28,Hombres,2
